Abbrev,Meas Date,Streamflow Value,Streamflow Meas Units,Streamflow Review Status,Streamflow Data Source,
"BLUDILCO","02/02/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/03/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/04/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/05/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/06/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/07/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/08/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/09/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/10/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/11/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/12/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/13/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/14/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/15/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/16/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/17/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/18/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/19/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/20/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/21/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/22/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/23/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/24/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/25/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/26/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/27/1990","101.000000","cfs","A","USGS",
"BLUDILCO","02/28/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/01/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/02/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/03/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/04/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/05/1990","84.000000","cfs","A","USGS",
"BLUDILCO","03/06/1990","76.000000","cfs","A","USGS",
"BLUDILCO","03/07/1990","76.000000","cfs","A","USGS",
"BLUDILCO","03/08/1990","76.000000","cfs","A","USGS",
"BLUDILCO","03/09/1990","88.000000","cfs","A","USGS",
"BLUDILCO","03/10/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/11/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/12/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/13/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/14/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/15/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/16/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/17/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/18/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/19/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/20/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/21/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/22/1990","101.000000","cfs","A","USGS",
"BLUDILCO","03/23/1990","117.000000","cfs","A","USGS",
"BLUDILCO","03/24/1990","128.000000","cfs","A","USGS",
"BLUDILCO","03/25/1990","128.000000","cfs","A","USGS",
"BLUDILCO","03/26/1990","128.000000","cfs","A","USGS",
"BLUDILCO","03/27/1990","138.000000","cfs","A","USGS",
"BLUDILCO","03/28/1990","146.000000","cfs","A","USGS",
"BLUDILCO","03/29/1990","145.000000","cfs","A","USGS",
"BLUDILCO","03/30/1990","145.000000","cfs","A","USGS",
"BLUDILCO","03/31/1990","145.000000","cfs","A","USGS",
"BLUDILCO","04/01/1990","145.000000","cfs","A","USGS",
"BLUDILCO","04/02/1990","148.000000","cfs","A","USGS",
"BLUDILCO","04/03/1990","148.000000","cfs","A","USGS",
"BLUDILCO","04/04/1990","159.000000","cfs","A","USGS",
"BLUDILCO","04/05/1990","172.000000","cfs","A","USGS",
"BLUDILCO","04/06/1990","193.000000","cfs","A","USGS",
"BLUDILCO","04/07/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/08/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/09/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/10/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/11/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/12/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/13/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/14/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/15/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/16/1990","202.000000","cfs","A","USGS",
"BLUDILCO","04/17/1990","204.000000","cfs","A","USGS",
"BLUDILCO","04/18/1990","205.000000","cfs","A","USGS",
"BLUDILCO","04/19/1990","204.000000","cfs","A","USGS",
"BLUDILCO","04/20/1990","222.000000","cfs","A","USGS",
"BLUDILCO","04/21/1990","234.000000","cfs","A","USGS",
"BLUDILCO","04/22/1990","234.000000","cfs","A","USGS",
"BLUDILCO","04/23/1990","218.000000","cfs","A","USGS",
"BLUDILCO","04/24/1990","136.000000","cfs","A","USGS",
"BLUDILCO","04/25/1990","106.000000","cfs","A","USGS",
"BLUDILCO","04/26/1990","107.000000","cfs","A","USGS",
"BLUDILCO","04/27/1990","106.000000","cfs","A","USGS",
"BLUDILCO","04/28/1990","106.000000","cfs","A","USGS",
"BLUDILCO","04/29/1990","105.000000","cfs","A","USGS",
"BLUDILCO","04/30/1990","148.000000","cfs","A","USGS",
"BLUDILCO","05/01/1990","191.000000","cfs","A","USGS",
"BLUDILCO","05/02/1990","202.000000","cfs","A","USGS",
"BLUDILCO","05/03/1990","202.000000","cfs","A","USGS",
"BLUDILCO","05/04/1990","202.000000","cfs","A","USGS",
"BLUDILCO","05/05/1990","202.000000","cfs","A","USGS",
"BLUDILCO","05/06/1990","202.000000","cfs","A","USGS",
"BLUDILCO","05/07/1990","202.000000","cfs","A","USGS",
"BLUDILCO","05/08/1990","202.000000","cfs","A","USGS",
"BLUDILCO","05/09/1990","143.000000","cfs","A","USGS",
"BLUDILCO","05/10/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/11/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/12/1990","103.000000","cfs","A","USGS",
"BLUDILCO","05/13/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/14/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/15/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/16/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/17/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/18/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/19/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/20/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/21/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/22/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/23/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/24/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/25/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/26/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/27/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/28/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/29/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/30/1990","104.000000","cfs","A","USGS",
"BLUDILCO","05/31/1990","104.000000","cfs","A","USGS",
"BLUDILCO","06/01/1990","104.000000","cfs","A","USGS",
"BLUDILCO","06/02/1990","104.000000","cfs","A","USGS",
"BLUDILCO","06/03/1990","104.000000","cfs","A","USGS",
"BLUDILCO","06/04/1990","102.000000","cfs","A","USGS",
"BLUDILCO","06/05/1990","91.000000","cfs","A","USGS",
"BLUDILCO","06/06/1990","190.000000","cfs","A","USGS",
"BLUDILCO","06/07/1990","330.000000","cfs","A","USGS",
"BLUDILCO","06/08/1990","331.000000","cfs","A","USGS",
"BLUDILCO","06/09/1990","331.000000","cfs","A","USGS",
"BLUDILCO","06/10/1990","330.000000","cfs","A","USGS",
"BLUDILCO","06/11/1990","557.000000","cfs","A","USGS",
"BLUDILCO","06/12/1990","993.000000","cfs","A","USGS",
"BLUDILCO","06/13/1990","1170.000000","cfs","A","USGS",
"BLUDILCO","06/14/1990","1250.000000","cfs","A","USGS",
"BLUDILCO","06/15/1990","1260.000000","cfs","A","USGS",
"BLUDILCO","06/16/1990","1210.000000","cfs","A","USGS",
"BLUDILCO","06/17/1990","1130.000000","cfs","A","USGS",
"BLUDILCO","06/18/1990","1080.000000","cfs","A","USGS",
"BLUDILCO","06/19/1990","1040.000000","cfs","A","USGS",
"BLUDILCO","06/20/1990","958.000000","cfs","A","USGS",
"BLUDILCO","06/21/1990","841.000000","cfs","A","USGS",
"BLUDILCO","06/22/1990","709.000000","cfs","A","USGS",
"BLUDILCO","06/23/1990","621.000000","cfs","A","USGS",
"BLUDILCO","06/24/1990","558.000000","cfs","A","USGS",
"BLUDILCO","06/25/1990","507.000000","cfs","A","USGS",
"BLUDILCO","06/26/1990","465.000000","cfs","A","USGS",
"BLUDILCO","06/27/1990","420.000000","cfs","A","USGS",
"BLUDILCO","06/28/1990","370.000000","cfs","A","USGS",
"BLUDILCO","06/29/1990","320.000000","cfs","A","USGS",
"BLUDILCO","06/30/1990","274.000000","cfs","A","USGS",
"BLUDILCO","07/01/1990","232.000000","cfs","A","USGS",
"BLUDILCO","07/02/1990","196.000000","cfs","A","USGS",
"BLUDILCO","07/03/1990","157.000000","cfs","A","USGS",
"BLUDILCO","07/04/1990","117.000000","cfs","A","USGS",
"BLUDILCO","07/05/1990","116.000000","cfs","A","USGS",
"BLUDILCO","07/06/1990","124.000000","cfs","A","USGS",
"BLUDILCO","07/07/1990","120.000000","cfs","A","USGS",
"BLUDILCO","07/08/1990","124.000000","cfs","A","USGS",
"BLUDILCO","07/09/1990","142.000000","cfs","A","USGS",
"BLUDILCO","07/10/1990","136.000000","cfs","A","USGS",
"BLUDILCO","07/11/1990","110.000000","cfs","A","USGS",
"BLUDILCO","07/12/1990","110.000000","cfs","A","USGS",
"BLUDILCO","07/13/1990","139.000000","cfs","A","USGS",
"BLUDILCO","07/14/1990","123.000000","cfs","A","USGS",
"BLUDILCO","07/15/1990","112.000000","cfs","A","USGS",
"BLUDILCO","07/16/1990","89.000000","cfs","A","USGS",
"BLUDILCO","07/17/1990","52.000000","cfs","A","USGS",
"BLUDILCO","07/18/1990","52.000000","cfs","A","USGS",
"BLUDILCO","07/19/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/20/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/21/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/22/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/23/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/24/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/25/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/26/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/27/1990","51.000000","cfs","A","USGS",
"BLUDILCO","07/28/1990","52.000000","cfs","A","USGS",
"BLUDILCO","07/29/1990","53.000000","cfs","A","USGS",
"BLUDILCO","07/30/1990","53.000000","cfs","A","USGS",
"BLUDILCO","07/31/1990","52.000000","cfs","A","USGS",
"BLUDILCO","08/01/1990","78.000000","cfs","A","USGS",
"BLUDILCO","08/02/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/03/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/04/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/05/1990","105.000000","cfs","A","USGS",
"BLUDILCO","08/06/1990","84.000000","cfs","A","USGS",
"BLUDILCO","08/07/1990","53.000000","cfs","A","USGS",
"BLUDILCO","08/08/1990","53.000000","cfs","A","USGS",
"BLUDILCO","08/09/1990","79.000000","cfs","A","USGS",
"BLUDILCO","08/10/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/11/1990","105.000000","cfs","A","USGS",
"BLUDILCO","08/12/1990","105.000000","cfs","A","USGS",
"BLUDILCO","08/13/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/14/1990","105.000000","cfs","A","USGS",
"BLUDILCO","08/15/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/16/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/17/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/18/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/19/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/20/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/21/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/22/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/23/1990","119.000000","cfs","A","USGS",
"BLUDILCO","08/24/1990","128.000000","cfs","A","USGS",
"BLUDILCO","08/25/1990","128.000000","cfs","A","USGS",
"BLUDILCO","08/26/1990","128.000000","cfs","A","USGS",
"BLUDILCO","08/27/1990","128.000000","cfs","A","USGS",
"BLUDILCO","08/28/1990","128.000000","cfs","A","USGS",
"BLUDILCO","08/29/1990","112.000000","cfs","A","USGS",
"BLUDILCO","08/30/1990","104.000000","cfs","A","USGS",
"BLUDILCO","08/31/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/01/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/02/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/03/1990","103.000000","cfs","A","USGS",
"BLUDILCO","09/04/1990","106.000000","cfs","A","USGS",
"BLUDILCO","09/05/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/06/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/07/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/08/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/09/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/10/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/11/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/12/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/13/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/14/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/15/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/16/1990","103.000000","cfs","A","USGS",
"BLUDILCO","09/17/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/18/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/19/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/20/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/21/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/22/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/23/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/24/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/25/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/26/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/27/1990","106.000000","cfs","A","USGS",
"BLUDILCO","09/28/1990","104.000000","cfs","A","USGS",
"BLUDILCO","09/29/1990","105.000000","cfs","A","USGS",
"BLUDILCO","09/30/1990","106.000000","cfs","A","USGS",
"BLUDILCO","10/01/1990","105.000000","cfs","A","USGS",
"BLUDILCO","10/02/1990","106.000000","cfs","A","USGS",
"BLUDILCO","10/03/1990","107.000000","cfs","A","USGS",
"BLUDILCO","10/04/1990","108.000000","cfs","A","USGS",
"BLUDILCO","10/05/1990","119.000000","cfs","A","USGS",
"BLUDILCO","10/06/1990","148.000000","cfs","A","USGS",
"BLUDILCO","10/07/1990","133.000000","cfs","A","USGS",
"BLUDILCO","10/08/1990","131.000000","cfs","A","USGS",
"BLUDILCO","10/09/1990","122.000000","cfs","A","USGS",
"BLUDILCO","10/10/1990","114.000000","cfs","A","USGS",
"BLUDILCO","10/11/1990","135.000000","cfs","A","USGS",
"BLUDILCO","10/12/1990","145.000000","cfs","A","USGS",
"BLUDILCO","10/13/1990","144.000000","cfs","A","USGS",
"BLUDILCO","10/14/1990","136.000000","cfs","A","USGS",
"BLUDILCO","10/15/1990","117.000000","cfs","A","USGS",
"BLUDILCO","10/16/1990","109.000000","cfs","A","USGS",
"BLUDILCO","10/17/1990","111.000000","cfs","A","USGS",
"BLUDILCO","10/18/1990","109.000000","cfs","A","USGS",
"BLUDILCO","10/19/1990","114.000000","cfs","A","USGS",
"BLUDILCO","10/20/1990","148.000000","cfs","A","USGS",
"BLUDILCO","10/21/1990","168.000000","cfs","A","USGS",
"BLUDILCO","10/22/1990","131.000000","cfs","A","USGS",
"BLUDILCO","10/23/1990","120.000000","cfs","A","USGS",
"BLUDILCO","10/24/1990","129.000000","cfs","A","USGS",
"BLUDILCO","10/25/1990","129.000000","cfs","A","USGS",
"BLUDILCO","10/26/1990","116.000000","cfs","A","USGS",
"BLUDILCO","10/27/1990","120.000000","cfs","A","USGS",
"BLUDILCO","10/28/1990","114.000000","cfs","A","USGS",
"BLUDILCO","10/29/1990","127.000000","cfs","A","USGS",
"BLUDILCO","10/30/1990","129.000000","cfs","A","USGS",
"BLUDILCO","10/31/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/01/1990","105.000000","cfs","A","USGS",
"BLUDILCO","11/02/1990","108.000000","cfs","A","USGS",
"BLUDILCO","11/03/1990","110.000000","cfs","A","USGS",
"BLUDILCO","11/04/1990","107.000000","cfs","A","USGS",
"BLUDILCO","11/05/1990","115.000000","cfs","A","USGS",
"BLUDILCO","11/06/1990","121.000000","cfs","A","USGS",
"BLUDILCO","11/07/1990","107.000000","cfs","A","USGS",
"BLUDILCO","11/08/1990","105.000000","cfs","A","USGS",
"BLUDILCO","11/09/1990","107.000000","cfs","A","USGS",
"BLUDILCO","11/10/1990","107.000000","cfs","A","USGS",
"BLUDILCO","11/11/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/12/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/13/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/14/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/15/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/16/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/17/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/18/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/19/1990","105.000000","cfs","A","USGS",
"BLUDILCO","11/20/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/21/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/22/1990","106.000000","cfs","A","USGS",
"BLUDILCO","11/23/1990","105.000000","cfs","A","USGS",
"BLUDILCO","11/24/1990","104.000000","cfs","A","USGS",
"BLUDILCO","11/25/1990","104.000000","cfs","A","USGS",
"BLUDILCO","11/26/1990","104.000000","cfs","A","USGS",
"BLUDILCO","11/27/1990","104.000000","cfs","A","USGS",
"BLUDILCO","11/28/1990","104.000000","cfs","A","USGS",
"BLUDILCO","11/29/1990","104.000000","cfs","A","USGS",
"BLUDILCO","11/30/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/01/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/02/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/03/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/04/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/05/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/06/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/07/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/08/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/09/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/10/1990","103.000000","cfs","A","USGS",
"BLUDILCO","12/11/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/12/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/13/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/14/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/15/1990","102.000000","cfs","A","USGS",
"BLUDILCO","12/16/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/17/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/18/1990","103.000000","cfs","A","USGS",
"BLUDILCO","12/19/1990","103.000000","cfs","A","USGS",
"BLUDILCO","12/20/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/21/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/22/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/23/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/24/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/25/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/26/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/27/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/28/1990","103.000000","cfs","A","USGS",
"BLUDILCO","12/29/1990","104.000000","cfs","A","USGS",
"BLUDILCO","12/30/1990","100.000000","cfs","A","USGS",
"BLUDILCO","12/31/1990","104.000000","cfs","A","USGS",
"BLUDILCO","01/01/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/02/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/03/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/04/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/05/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/06/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/07/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/08/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/09/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/10/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/11/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/12/1991","103.000000","cfs","A","USGS",
"BLUDILCO","01/13/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/14/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/15/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/16/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/17/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/18/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/19/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/20/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/21/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/22/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/23/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/24/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/25/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/26/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/27/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/28/1991","103.000000","cfs","A","USGS",
"BLUDILCO","01/29/1991","104.000000","cfs","A","USGS",
"BLUDILCO","01/30/1991","103.000000","cfs","A","USGS",
"BLUDILCO","01/31/1991","102.000000","cfs","A","USGS",
"BLUDILCO","02/01/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/02/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/03/1991","102.000000","cfs","A","USGS",
"BLUDILCO","02/04/1991","103.000000","cfs","A","USGS",
"BLUDILCO","02/05/1991","102.000000","cfs","A","USGS",
"BLUDILCO","02/06/1991","103.000000","cfs","A","USGS",
"BLUDILCO","02/07/1991","103.000000","cfs","A","USGS",
"BLUDILCO","02/08/1991","103.000000","cfs","A","USGS",
"BLUDILCO","02/09/1991","102.000000","cfs","A","USGS",
"BLUDILCO","02/10/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/11/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/12/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/13/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/14/1991","103.000000","cfs","A","USGS",
"BLUDILCO","02/15/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/16/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/17/1991","100.000000","cfs","A","USGS",
"BLUDILCO","02/18/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/19/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/20/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/21/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/22/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/23/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/24/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/25/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/26/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/27/1991","101.000000","cfs","A","USGS",
"BLUDILCO","02/28/1991","101.000000","cfs","A","USGS",
"BLUDILCO","03/01/1991","101.000000","cfs","A","USGS",
"BLUDILCO","03/02/1991","101.000000","cfs","A","USGS",
"BLUDILCO","03/03/1991","101.000000","cfs","A","USGS",
"BLUDILCO","03/04/1991","102.000000","cfs","A","USGS",
"BLUDILCO","03/05/1991","104.000000","cfs","A","USGS",
"BLUDILCO","03/06/1991","71.000000","cfs","A","USGS",
"BLUDILCO","03/07/1991","52.000000","cfs","A","USGS",
"BLUDILCO","03/08/1991","51.000000","cfs","A","USGS",
"BLUDILCO","03/09/1991","52.000000","cfs","A","USGS",
"BLUDILCO","03/10/1991","52.000000","cfs","A","USGS",
