Abbrev,Meas Date,Streamflow Value,Streamflow Meas Units,Streamflow Review Status,Streamflow Data Source,
"BLUNINCO","11/30/1996","20.000000","cfs","A","DWR",
"BLUNINCO","12/01/1996","20.000000","cfs","A","DWR",
"BLUNINCO","12/02/1996","20.000000","cfs","A","DWR",
"BLUNINCO","12/03/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/04/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/05/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/06/1996","21.000000","cfs","A","DWR",
"BLUNINCO","12/07/1996","18.000000","cfs","A","DWR",
"BLUNINCO","12/08/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/09/1996","20.000000","cfs","A","DWR",
"BLUNINCO","12/10/1996","20.000000","cfs","A","DWR",
"BLUNINCO","12/11/1996","21.000000","cfs","A","DWR",
"BLUNINCO","12/12/1996","20.000000","cfs","A","DWR",
"BLUNINCO","12/13/1996","21.000000","cfs","A","DWR",
"BLUNINCO","12/14/1996","20.000000","cfs","A","DWR",
"BLUNINCO","12/15/1996","20.000000","cfs","A","DWR",
"BLUNINCO","12/16/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/17/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/18/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/19/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/20/1996","18.000000","cfs","A","DWR",
"BLUNINCO","12/21/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/22/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/23/1996","19.000000","cfs","A","DWR",
"BLUNINCO","12/24/1996","18.000000","cfs","A","DWR",
"BLUNINCO","12/25/1996","18.000000","cfs","A","DWR",
"BLUNINCO","12/26/1996","18.000000","cfs","A","DWR",
"BLUNINCO","12/27/1996","17.000000","cfs","A","DWR",
"BLUNINCO","12/28/1996","17.000000","cfs","A","DWR",
"BLUNINCO","12/29/1996","17.000000","cfs","A","DWR",
"BLUNINCO","12/30/1996","17.000000","cfs","A","DWR",
"BLUNINCO","12/31/1996","17.000000","cfs","A","DWR",
"BLUNINCO","01/01/1997","16.000000","cfs","A","DWR",
"BLUNINCO","01/02/1997","16.000000","cfs","A","DWR",
"BLUNINCO","01/03/1997","16.000000","cfs","A","DWR",
"BLUNINCO","01/04/1997","16.000000","cfs","A","DWR",
"BLUNINCO","01/05/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/06/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/07/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/08/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/09/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/10/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/11/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/12/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/13/1997","15.000000","cfs","A","DWR",
"BLUNINCO","01/14/1997","14.000000","cfs","A","DWR",
"BLUNINCO","01/15/1997","14.000000","cfs","A","DWR",
"BLUNINCO","01/16/1997","14.000000","cfs","A","DWR",
"BLUNINCO","01/17/1997","14.000000","cfs","A","DWR",
"BLUNINCO","01/18/1997","14.000000","cfs","A","DWR",
"BLUNINCO","01/19/1997","14.000000","cfs","A","DWR",
"BLUNINCO","01/20/1997","13.000000","cfs","A","DWR",
"BLUNINCO","01/21/1997","13.000000","cfs","A","DWR",
"BLUNINCO","01/22/1997","13.000000","cfs","A","DWR",
"BLUNINCO","01/23/1997","13.000000","cfs","A","DWR",
"BLUNINCO","01/24/1997","12.000000","cfs","A","DWR",
"BLUNINCO","01/25/1997","12.000000","cfs","A","DWR",
"BLUNINCO","01/26/1997","12.000000","cfs","A","DWR",
"BLUNINCO","01/27/1997","12.000000","cfs","A","DWR",
"BLUNINCO","01/28/1997","12.000000","cfs","A","DWR",
"BLUNINCO","01/29/1997","12.000000","cfs","A","DWR",
"BLUNINCO","01/30/1997","11.000000","cfs","A","DWR",
"BLUNINCO","01/31/1997","12.000000","cfs","A","DWR",
"BLUNINCO","02/01/1997","11.000000","cfs","A","DWR",
"BLUNINCO","02/02/1997","11.000000","cfs","A","DWR",
"BLUNINCO","02/03/1997","11.000000","cfs","A","DWR",
"BLUNINCO","02/04/1997","11.000000","cfs","A","DWR",
"BLUNINCO","02/05/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/06/1997","11.000000","cfs","A","DWR",
"BLUNINCO","02/07/1997","11.000000","cfs","A","DWR",
"BLUNINCO","02/08/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/09/1997","11.000000","cfs","A","DWR",
"BLUNINCO","02/10/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/11/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/12/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/13/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/14/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/15/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/16/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/17/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/18/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/19/1997","10.000000","cfs","A","DWR",
"BLUNINCO","02/20/1997","9.800000","cfs","A","DWR",
"BLUNINCO","02/21/1997","9.500000","cfs","A","DWR",
"BLUNINCO","02/22/1997","9.500000","cfs","A","DWR",
"BLUNINCO","02/23/1997","9.500000","cfs","A","DWR",
"BLUNINCO","02/24/1997","9.500000","cfs","A","DWR",
"BLUNINCO","02/25/1997","9.000000","cfs","A","DWR",
"BLUNINCO","02/26/1997","9.500000","cfs","A","DWR",
"BLUNINCO","02/27/1997","9.500000","cfs","A","DWR",
"BLUNINCO","02/28/1997","9.500000","cfs","A","DWR",
"BLUNINCO","03/01/1997","9.500000","cfs","A","DWR",
"BLUNINCO","03/02/1997","10.000000","cfs","A","DWR",
"BLUNINCO","03/03/1997","10.000000","cfs","A","DWR",
"BLUNINCO","03/04/1997","10.000000","cfs","A","DWR",
"BLUNINCO","03/05/1997","11.000000","cfs","A","DWR",
"BLUNINCO","03/06/1997","11.000000","cfs","A","DWR",
"BLUNINCO","03/07/1997","11.000000","cfs","A","DWR",
"BLUNINCO","03/08/1997","11.000000","cfs","A","DWR",
"BLUNINCO","03/09/1997","12.000000","cfs","A","DWR",
"BLUNINCO","03/10/1997","12.000000","cfs","A","DWR",
"BLUNINCO","03/11/1997","12.000000","cfs","A","DWR",
"BLUNINCO","03/12/1997","12.000000","cfs","A","DWR",
"BLUNINCO","03/13/1997","13.000000","cfs","A","DWR",
"BLUNINCO","03/14/1997","13.000000","cfs","A","DWR",
"BLUNINCO","03/15/1997","13.000000","cfs","A","DWR",
"BLUNINCO","03/16/1997","14.000000","cfs","A","DWR",
"BLUNINCO","03/17/1997","14.000000","cfs","A","DWR",
"BLUNINCO","03/18/1997","14.000000","cfs","A","DWR",
"BLUNINCO","03/19/1997","15.000000","cfs","A","DWR",
"BLUNINCO","03/20/1997","15.000000","cfs","A","DWR",
"BLUNINCO","03/21/1997","17.000000","cfs","A","DWR",
"BLUNINCO","03/22/1997","18.000000","cfs","A","DWR",
"BLUNINCO","03/23/1997","20.000000","cfs","A","DWR",
"BLUNINCO","03/24/1997","22.000000","cfs","A","DWR",
"BLUNINCO","03/25/1997","22.000000","cfs","A","DWR",
"BLUNINCO","03/26/1997","20.000000","cfs","A","DWR",
"BLUNINCO","03/27/1997","20.000000","cfs","A","DWR",
"BLUNINCO","03/28/1997","21.000000","cfs","A","DWR",
"BLUNINCO","03/29/1997","21.000000","cfs","A","DWR",
"BLUNINCO","03/30/1997","21.000000","cfs","A","DWR",
"BLUNINCO","03/31/1997","21.000000","cfs","A","DWR",
"BLUNINCO","04/01/1997","22.000000","cfs","A","DWR",
"BLUNINCO","04/02/1997","23.000000","cfs","A","DWR",
"BLUNINCO","04/03/1997","24.000000","cfs","A","DWR",
"BLUNINCO","04/04/1997","24.000000","cfs","A","DWR",
"BLUNINCO","04/05/1997","24.000000","cfs","A","DWR",
"BLUNINCO","04/06/1997","23.000000","cfs","A","DWR",
"BLUNINCO","04/07/1997","21.000000","cfs","A","DWR",
"BLUNINCO","04/08/1997","21.000000","cfs","A","DWR",
"BLUNINCO","04/09/1997","21.000000","cfs","A","DWR",
"BLUNINCO","04/10/1997","21.000000","cfs","A","DWR",
"BLUNINCO","04/11/1997","20.000000","cfs","A","DWR",
"BLUNINCO","04/12/1997","20.000000","cfs","A","DWR",
"BLUNINCO","04/13/1997","19.000000","cfs","A","DWR",
"BLUNINCO","04/14/1997","19.000000","cfs","A","DWR",
"BLUNINCO","04/15/1997","19.000000","cfs","A","DWR",
"BLUNINCO","04/16/1997","20.000000","cfs","A","DWR",
"BLUNINCO","04/17/1997","22.000000","cfs","A","DWR",
"BLUNINCO","04/18/1997","27.000000","cfs","A","DWR",
"BLUNINCO","04/19/1997","32.000000","cfs","A","DWR",
"BLUNINCO","04/20/1997","37.000000","cfs","A","DWR",
"BLUNINCO","04/21/1997","47.000000","cfs","A","DWR",
"BLUNINCO","04/22/1997","52.000000","cfs","A","DWR",
"BLUNINCO","04/23/1997","49.000000","cfs","A","DWR",
"BLUNINCO","04/24/1997","45.000000","cfs","A","DWR",
"BLUNINCO","04/25/1997","42.000000","cfs","A","DWR",
"BLUNINCO","04/26/1997","40.000000","cfs","A","DWR",
"BLUNINCO","04/27/1997","40.000000","cfs","A","DWR",
"BLUNINCO","04/28/1997","42.000000","cfs","A","DWR",
"BLUNINCO","04/29/1997","44.000000","cfs","A","DWR",
"BLUNINCO","04/30/1997","45.000000","cfs","A","DWR",
"BLUNINCO","05/01/1997","44.000000","cfs","A","DWR",
"BLUNINCO","05/02/1997","41.000000","cfs","A","DWR",
"BLUNINCO","05/03/1997","38.000000","cfs","A","DWR",
"BLUNINCO","05/04/1997","38.000000","cfs","A","DWR",
"BLUNINCO","05/05/1997","46.000000","cfs","A","DWR",
"BLUNINCO","05/06/1997","65.000000","cfs","A","DWR",
"BLUNINCO","05/07/1997","93.000000","cfs","A","DWR",
"BLUNINCO","05/08/1997","115.000000","cfs","A","DWR",
"BLUNINCO","05/09/1997","139.000000","cfs","A","DWR",
"BLUNINCO","05/10/1997","165.000000","cfs","A","DWR",
"BLUNINCO","05/11/1997","177.000000","cfs","A","DWR",
"BLUNINCO","05/12/1997","178.000000","cfs","A","DWR",
"BLUNINCO","05/13/1997","177.000000","cfs","A","DWR",
"BLUNINCO","05/14/1997","194.000000","cfs","A","DWR",
"BLUNINCO","05/15/1997","217.000000","cfs","A","DWR",
"BLUNINCO","05/16/1997","252.000000","cfs","A","DWR",
"BLUNINCO","05/17/1997","302.000000","cfs","A","DWR",
"BLUNINCO","05/18/1997","335.000000","cfs","A","DWR",
"BLUNINCO","05/19/1997","339.000000","cfs","A","DWR",
"BLUNINCO","05/20/1997","362.000000","cfs","A","DWR",
"BLUNINCO","05/21/1997","318.000000","cfs","A","DWR",
"BLUNINCO","05/22/1997","363.000000","cfs","A","DWR",
"BLUNINCO","05/23/1997","309.000000","cfs","A","DWR",
"BLUNINCO","05/24/1997","279.000000","cfs","A","DWR",
"BLUNINCO","05/25/1997","264.000000","cfs","A","DWR",
"BLUNINCO","05/26/1997","235.000000","cfs","A","DWR",
"BLUNINCO","05/27/1997","197.000000","cfs","A","DWR",
"BLUNINCO","05/28/1997","174.000000","cfs","A","DWR",
"BLUNINCO","05/29/1997","194.000000","cfs","A","DWR",
"BLUNINCO","05/30/1997","263.000000","cfs","A","DWR",
"BLUNINCO","05/31/1997","301.000000","cfs","A","DWR",
"BLUNINCO","06/01/1997","365.000000","cfs","A","DWR",
"BLUNINCO","06/02/1997","448.000000","cfs","A","DWR",
"BLUNINCO","06/03/1997","525.000000","cfs","A","DWR",
"BLUNINCO","06/04/1997","534.000000","cfs","A","DWR",
"BLUNINCO","06/05/1997","635.000000","cfs","A","DWR",
"BLUNINCO","06/06/1997","571.000000","cfs","A","DWR",
"BLUNINCO","06/07/1997","518.000000","cfs","A","DWR",
"BLUNINCO","06/08/1997","533.000000","cfs","A","DWR",
"BLUNINCO","06/09/1997","475.000000","cfs","A","DWR",
"BLUNINCO","06/10/1997","406.000000","cfs","A","DWR",
"BLUNINCO","06/11/1997","372.000000","cfs","A","DWR",
"BLUNINCO","06/12/1997","365.000000","cfs","A","DWR",
"BLUNINCO","06/13/1997","360.000000","cfs","A","DWR",
"BLUNINCO","06/14/1997","355.000000","cfs","A","DWR",
"BLUNINCO","06/15/1997","369.000000","cfs","A","DWR",
"BLUNINCO","06/16/1997","365.000000","cfs","A","DWR",
"BLUNINCO","06/17/1997","356.000000","cfs","A","DWR",
"BLUNINCO","06/18/1997","357.000000","cfs","A","DWR",
"BLUNINCO","06/19/1997","433.000000","cfs","A","DWR",
"BLUNINCO","06/20/1997","504.000000","cfs","A","DWR",
"BLUNINCO","06/21/1997","516.000000","cfs","A","DWR",
"BLUNINCO","06/22/1997","538.000000","cfs","A","DWR",
"BLUNINCO","06/23/1997","556.000000","cfs","A","DWR",
"BLUNINCO","06/24/1997","475.000000","cfs","A","DWR",
"BLUNINCO","06/25/1997","401.000000","cfs","A","DWR",
"BLUNINCO","06/26/1997","378.000000","cfs","A","DWR",
"BLUNINCO","06/27/1997","359.000000","cfs","A","DWR",
"BLUNINCO","06/28/1997","351.000000","cfs","A","DWR",
"BLUNINCO","06/29/1997","340.000000","cfs","A","DWR",
"BLUNINCO","06/30/1997","331.000000","cfs","A","DWR",
"BLUNINCO","07/01/1997","326.000000","cfs","A","DWR",
"BLUNINCO","07/02/1997","303.000000","cfs","A","DWR",
"BLUNINCO","07/03/1997","271.000000","cfs","A","DWR",
"BLUNINCO","07/04/1997","254.000000","cfs","A","DWR",
"BLUNINCO","07/05/1997","246.000000","cfs","A","DWR",
"BLUNINCO","07/06/1997","228.000000","cfs","A","DWR",
"BLUNINCO","07/07/1997","212.000000","cfs","A","DWR",
"BLUNINCO","07/08/1997","216.000000","cfs","A","DWR",
"BLUNINCO","07/09/1997","201.000000","cfs","A","DWR",
"BLUNINCO","07/10/1997","207.000000","cfs","A","DWR",
"BLUNINCO","07/11/1997","209.000000","cfs","A","DWR",
"BLUNINCO","07/12/1997","189.000000","cfs","A","DWR",
"BLUNINCO","07/13/1997","182.000000","cfs","A","DWR",
"BLUNINCO","07/14/1997","173.000000","cfs","A","DWR",
"BLUNINCO","07/15/1997","168.000000","cfs","A","DWR",
"BLUNINCO","07/16/1997","167.000000","cfs","A","DWR",
"BLUNINCO","07/17/1997","150.000000","cfs","A","DWR",
"BLUNINCO","07/18/1997","145.000000","cfs","A","DWR",
"BLUNINCO","07/19/1997","157.000000","cfs","A","DWR",
"BLUNINCO","07/20/1997","142.000000","cfs","A","DWR",
"BLUNINCO","07/21/1997","123.000000","cfs","A","DWR",
"BLUNINCO","07/22/1997","111.000000","cfs","A","DWR",
"BLUNINCO","07/23/1997","107.000000","cfs","A","DWR",
"BLUNINCO","07/24/1997","104.000000","cfs","A","DWR",
"BLUNINCO","07/25/1997","103.000000","cfs","A","DWR",
"BLUNINCO","07/26/1997","91.000000","cfs","A","DWR",
"BLUNINCO","07/27/1997","85.000000","cfs","A","DWR",
"BLUNINCO","07/28/1997","107.000000","cfs","A","DWR",
"BLUNINCO","07/29/1997","138.000000","cfs","A","DWR",
"BLUNINCO","07/30/1997","143.000000","cfs","A","DWR",
"BLUNINCO","07/31/1997","177.000000","cfs","A","DWR",
"BLUNINCO","08/01/1997","177.000000","cfs","A","DWR",
"BLUNINCO","08/02/1997","147.000000","cfs","A","DWR",
"BLUNINCO","08/03/1997","128.000000","cfs","A","DWR",
"BLUNINCO","08/04/1997","119.000000","cfs","A","DWR",
"BLUNINCO","08/05/1997","121.000000","cfs","A","DWR",
"BLUNINCO","08/06/1997","150.000000","cfs","A","DWR",
"BLUNINCO","08/07/1997","212.000000","cfs","A","DWR",
"BLUNINCO","08/08/1997","146.000000","cfs","A","DWR",
"BLUNINCO","08/09/1997","125.000000","cfs","A","DWR",
"BLUNINCO","08/10/1997","119.000000","cfs","A","DWR",
"BLUNINCO","08/11/1997","117.000000","cfs","A","DWR",
"BLUNINCO","08/12/1997","112.000000","cfs","A","DWR",
"BLUNINCO","08/13/1997","109.000000","cfs","A","DWR",
"BLUNINCO","08/14/1997","105.000000","cfs","A","DWR",
"BLUNINCO","08/15/1997","100.000000","cfs","A","DWR",
"BLUNINCO","08/16/1997","95.000000","cfs","A","DWR",
"BLUNINCO","08/17/1997","94.000000","cfs","A","DWR",
"BLUNINCO","08/18/1997","94.000000","cfs","A","DWR",
"BLUNINCO","08/19/1997","93.000000","cfs","A","DWR",
"BLUNINCO","08/20/1997","93.000000","cfs","A","DWR",
"BLUNINCO","08/21/1997","90.000000","cfs","A","DWR",
"BLUNINCO","08/22/1997","89.000000","cfs","A","DWR",
"BLUNINCO","08/23/1997","88.000000","cfs","A","DWR",
"BLUNINCO","08/24/1997","88.000000","cfs","A","DWR",
"BLUNINCO","08/25/1997","87.000000","cfs","A","DWR",
"BLUNINCO","08/26/1997","89.000000","cfs","A","DWR",
"BLUNINCO","08/27/1997","90.000000","cfs","A","DWR",
"BLUNINCO","08/28/1997","87.000000","cfs","A","DWR",
"BLUNINCO","08/29/1997","85.000000","cfs","A","DWR",
"BLUNINCO","08/30/1997","83.000000","cfs","A","DWR",
"BLUNINCO","08/31/1997","81.000000","cfs","A","DWR",
"BLUNINCO","09/01/1997","82.000000","cfs","A","DWR",
"BLUNINCO","09/02/1997","93.000000","cfs","A","DWR",
"BLUNINCO","09/03/1997","92.000000","cfs","A","DWR",
"BLUNINCO","09/04/1997","95.000000","cfs","A","DWR",
"BLUNINCO","09/05/1997","88.000000","cfs","A","DWR",
"BLUNINCO","09/06/1997","76.000000","cfs","A","DWR",
"BLUNINCO","09/07/1997","66.000000","cfs","A","DWR",
"BLUNINCO","09/08/1997","59.000000","cfs","A","DWR",
"BLUNINCO","09/09/1997","53.000000","cfs","A","DWR",
"BLUNINCO","09/10/1997","56.000000","cfs","A","DWR",
"BLUNINCO","09/11/1997","54.000000","cfs","A","DWR",
"BLUNINCO","09/12/1997","57.000000","cfs","A","DWR",
"BLUNINCO","09/13/1997","60.000000","cfs","A","DWR",
"BLUNINCO","09/14/1997","57.000000","cfs","A","DWR",
"BLUNINCO","09/15/1997","57.000000","cfs","A","DWR",
"BLUNINCO","09/16/1997","60.000000","cfs","A","DWR",
"BLUNINCO","09/17/1997","62.000000","cfs","A","DWR",
"BLUNINCO","09/18/1997","59.000000","cfs","A","DWR",
"BLUNINCO","09/19/1997","56.000000","cfs","A","DWR",
"BLUNINCO","09/20/1997","56.000000","cfs","A","DWR",
"BLUNINCO","09/21/1997","56.000000","cfs","A","DWR",
"BLUNINCO","09/22/1997","58.000000","cfs","A","DWR",
"BLUNINCO","09/23/1997","59.000000","cfs","A","DWR",
"BLUNINCO","09/24/1997","56.000000","cfs","A","DWR",
"BLUNINCO","09/25/1997","52.000000","cfs","A","DWR",
"BLUNINCO","09/26/1997","49.000000","cfs","A","DWR",
"BLUNINCO","09/27/1997","48.000000","cfs","A","DWR",
"BLUNINCO","09/28/1997","48.000000","cfs","A","DWR",
"BLUNINCO","09/29/1997","46.000000","cfs","A","DWR",
"BLUNINCO","09/30/1997","44.000000","cfs","A","DWR",
"BLUNINCO","10/01/1997","42.000000","cfs","A","DWR",
"BLUNINCO","10/02/1997","42.000000","cfs","A","DWR",
"BLUNINCO","10/03/1997","42.000000","cfs","A","DWR",
"BLUNINCO","10/04/1997","41.000000","cfs","A","DWR",
"BLUNINCO","10/05/1997","40.000000","cfs","A","DWR",
"BLUNINCO","10/06/1997","41.000000","cfs","A","DWR",
"BLUNINCO","10/07/1997","40.000000","cfs","A","DWR",
"BLUNINCO","10/08/1997","39.000000","cfs","A","DWR",
"BLUNINCO","10/09/1997","39.000000","cfs","A","DWR",
"BLUNINCO","10/10/1997","39.000000","cfs","A","DWR",
"BLUNINCO","10/11/1997","39.000000","cfs","A","DWR",
"BLUNINCO","10/12/1997","40.000000","cfs","A","DWR",
"BLUNINCO","10/13/1997","41.000000","cfs","A","DWR",
"BLUNINCO","10/14/1997","38.000000","cfs","A","DWR",
"BLUNINCO","10/15/1997","37.000000","cfs","A","DWR",
"BLUNINCO","10/16/1997","40.000000","cfs","A","DWR",
"BLUNINCO","10/17/1997","39.000000","cfs","A","DWR",
"BLUNINCO","10/18/1997","38.000000","cfs","A","DWR",
"BLUNINCO","10/19/1997","39.000000","cfs","A","DWR",
"BLUNINCO","10/20/1997","37.000000","cfs","A","DWR",
"BLUNINCO","10/21/1997","36.000000","cfs","A","DWR",
"BLUNINCO","10/22/1997","36.000000","cfs","A","DWR",
"BLUNINCO","10/23/1997","34.000000","cfs","A","DWR",
"BLUNINCO","10/24/1997","33.000000","cfs","A","DWR",
"BLUNINCO","10/25/1997","33.000000","cfs","A","DWR",
"BLUNINCO","10/26/1997","30.000000","cfs","A","DWR",
"BLUNINCO","10/27/1997","26.000000","cfs","A","DWR",
"BLUNINCO","10/28/1997","28.000000","cfs","A","DWR",
"BLUNINCO","10/29/1997","31.000000","cfs","A","DWR",
"BLUNINCO","10/30/1997","32.000000","cfs","A","DWR",
"BLUNINCO","10/31/1997","32.000000","cfs","A","DWR",
"BLUNINCO","11/01/1997","33.000000","cfs","A","DWR",
"BLUNINCO","11/02/1997","31.000000","cfs","A","DWR",
"BLUNINCO","11/03/1997","27.000000","cfs","A","DWR",
"BLUNINCO","11/04/1997","26.000000","cfs","A","DWR",
"BLUNINCO","11/05/1997","27.000000","cfs","A","DWR",
"BLUNINCO","11/06/1997","27.000000","cfs","A","DWR",
"BLUNINCO","11/07/1997","27.000000","cfs","A","DWR",
"BLUNINCO","11/08/1997","26.000000","cfs","A","DWR",
"BLUNINCO","11/09/1997","26.000000","cfs","A","DWR",
"BLUNINCO","11/10/1997","25.000000","cfs","A","DWR",
"BLUNINCO","11/11/1997","23.000000","cfs","A","DWR",
"BLUNINCO","11/12/1997","24.000000","cfs","A","DWR",
"BLUNINCO","11/13/1997","24.000000","cfs","A","DWR",
"BLUNINCO","11/14/1997","22.000000","cfs","A","DWR",
"BLUNINCO","11/15/1997","21.000000","cfs","A","DWR",
"BLUNINCO","11/16/1997","19.000000","cfs","A","DWR",
"BLUNINCO","11/17/1997","18.000000","cfs","A","DWR",
"BLUNINCO","11/18/1997","18.000000","cfs","A","DWR",
"BLUNINCO","11/19/1997","18.000000","cfs","A","DWR",
"BLUNINCO","11/20/1997","18.000000","cfs","A","DWR",
"BLUNINCO","11/21/1997","18.000000","cfs","A","DWR",
"BLUNINCO","11/22/1997","19.000000","cfs","A","DWR",
"BLUNINCO","11/23/1997","19.000000","cfs","A","DWR",
"BLUNINCO","11/24/1997","18.000000","cfs","A","DWR",
"BLUNINCO","11/25/1997","18.000000","cfs","A","DWR",
"BLUNINCO","11/26/1997","18.000000","cfs","A","DWR",
"BLUNINCO","11/27/1997","19.000000","cfs","A","DWR",
"BLUNINCO","11/28/1997","19.000000","cfs","A","DWR",
"BLUNINCO","11/29/1997","19.000000","cfs","A","DWR",
"BLUNINCO","11/30/1997","18.000000","cfs","A","DWR",
"BLUNINCO","12/01/1997","18.000000","cfs","A","DWR",
"BLUNINCO","12/02/1997","17.000000","cfs","A","DWR",
"BLUNINCO","12/03/1997","18.000000","cfs","A","DWR",
"BLUNINCO","12/04/1997","18.000000","cfs","A","DWR",
"BLUNINCO","12/05/1997","18.000000","cfs","A","DWR",
"BLUNINCO","12/06/1997","18.000000","cfs","A","DWR",
"BLUNINCO","12/07/1997","18.000000","cfs","A","DWR",
"BLUNINCO","12/08/1997","18.000000","cfs","A","DWR",
